Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,year
The Doors,34167219,34167219,NA,40000000,Mar 01 1991,(Missing),NA,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Oliver Stone,57,7,29750,1991
Day of the Dead,5804262,34004262,NA,3500000,Jul 03 1985,(Missing),NA,United Film Distribution Co.,NA,Horror,NA,George A. Romero,78,4.5,8395,1985
Days of Thunder,82670733,157670733,NA,60000000,Jun 27 1990,(Missing),NA,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,40,5.4,25395,1990
Death Race 2000,NA,NA,NA,300000,Apr 01 1975,R,NA,NA,Based on Book/Short Story,(Missing),Science Fiction,NA,84,6.1,10015,1975
Dragonslayer,6000000,6000000,NA,18000000,Jun 26 1981,(Missing),NA,Paramount Pictures,Original Screenplay,Action,Fantasy,NA,82,6.8,4945,1981
Driving Miss Daisy,106593296,106593296,NA,7500000,Dec 13 1989,(Missing),NA,Warner Bros.,Based on Play,Drama,Historical Fiction,Bruce Beresford,78,7.5,22566,1989
Dressed to Kill,31899000,31899000,NA,6500000,Jan 01 1980,(Missing),NA,NA,NA,(Missing),NA,Brian De Palma,84,7.1,9556,1980
Do the Right Thing,26004026,26004026,NA,6000000,Jun 30 1989,(Missing),NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,Spike Lee,98,7.9,26877,1989
Dune,27447471,27447471,NA,45000000,Dec 14 1984,(Missing),NA,Universal,Based on Book/Short Story,Action,Science Fiction,David Lynch,62,6.5,38489,1984
Dream With The Fishes,542909,542909,NA,1000000,Jun 20 1997,R,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,NA,58,6.6,1188,1997
Doctor Zhivago,111721000,111721000,NA,11000000,Dec 22 1965,PG-13,NA,MGM,Based on Book/Short Story,Drama,Historical Fiction,David Lean,84,8,27671,1965
Ed and his Dead Mother,673,673,NA,1800000,Dec 31 1992,(Missing),NA,NA,NA,(Missing),NA,NA,50,5.6,829,1992
Edward Scissorhands,53976987,53976987,NA,20000000,Dec 07 1990,(Missing),NA,20th Century Fox,Original Screenplay,Comedy,Fantasy,Tim Burton,91,8,102485,1990
Ed Wood,5828466,5828466,NA,18000000,Sep 30 1994,R,NA,Walt Disney Pictures,Based on Book/Short Story,Comedy,Dramatization,Tim Burton,91,8.1,74171,1994
Everyone Says I Love You,9725847,34600000,NA,20000000,Dec 06 1996,R,NA,Miramax,Original Screenplay,Musical,Contemporary Fiction,Woody Allen,80,6.8,16481,1996
The Elephant Man,26010864,26010864,NA,5000000,Oct 03 1980,(Missing),NA,NA,NA,(Missing),NA,David Lynch,91,8.4,58194,1980
Escape from New York,25244700,25244700,NA,6000000,Jul 10 1981,(Missing),NA,Avco Embassy,Original Screenplay,Action,Science Fiction,John Carpenter,82,7.1,34497,1981
Escape from L.A.,25426861,25426861,NA,50000000,Aug 09 1996,R,101,Paramount Pictures,Original Screenplay,Action,Science Fiction,John Carpenter,56,5.3,23262,1996
Escape from the Planet of the Apes,12300000,12300000,NA,2500000,Dec 31 1970,(Missing),NA,NA,NA,(Missing),Science Fiction,NA,78,6.1,7686,1970
Eraser,101295562,234400000,NA,100000000,Jun 21 1996,R,115,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Chuck Russell,34,5.9,37287,1996
Eraserhead,7000000,7000000,NA,100000,Dec 31 1976,(Missing),NA,NA,NA,(Missing),NA,David Lynch,90,7.4,26595,1976
Exotica,5046118,5046118,NA,1500000,Sep 23 1994,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,Atom Egoyan,96,7.1,8402,1994
Force 10 from Navarone,7100000,7100000,NA,5000000,Dec 22 1978,(Missing),NA,Sony/Columbia,NA,Action,NA,Guy Hamilton,64,6,5917,1978
Fatal Attraction,156645693,320100000,NA,14000000,Sep 18 1987,(Missing),NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Adrian Lyne,81,6.8,22328,1987
Family Plot,13200000,13200000,NA,3000000,Apr 09 1976,(Missing),NA,Universal,NA,(Missing),NA,Alfred Hitchcock,95,6.8,7290,1976
The French Connection,41158757,41158757,NA,2200000,Oct 09 1971,(Missing),NA,NA,NA,(Missing),NA,William Friedkin,98,7.9,33674,1971
From Dusk Till Dawn,25728961,25728961,NA,20000000,Jan 19 1996,R,107,Miramax/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,63,7.1,80234,1996
Friday the 13th,39754601,59754601,NA,550000,May 09 1980,(Missing),NA,Paramount Pictures,NA,Horror,NA,NA,60,5.6,26798,1980
Friday the 13th Part 3,36690067,36690067,NA,2250000,Aug 13 1982,(Missing),NA,Paramount Pictures,NA,Horror,Contemporary Fiction,Steve Miner,14,5.5,13395,1982
The Fall of the Roman Empire,4750000,4750000,NA,19000000,Jan 01 1964,(Missing),NA,NA,NA,(Missing),NA,NA,100,6.6,3184,1964
Friday the 13th Part 2,21722776,21722776,NA,1250000,Apr 30 1981,(Missing),NA,NA,NA,Horror,NA,Steve Miner,33,5.5,13395,1981
Faithful,2104439,2104439,NA,13000000,Apr 05 1996,R,NA,New Line,Based on Play,Black Comedy,Contemporary Fiction,Paul Mazursky,7,5.7,989,1996
Fair Game,11497497,11497497,NA,50000000,Nov 03 1995,R,NA,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,NA,13,6.6,194,1995
A Few Good Men,141340178,236500000,NA,33000000,Dec 11 1992,(Missing),NA,Sony Pictures,Based on Play,Drama,Contemporary Fiction,Rob Reiner,83,7.6,63541,1992
The Fugitive,183875760,368900000,NA,44000000,Aug 06 1993,PG-13,NA,Warner Bros.,Based on TV,Thriller/Suspense,Contemporary Fiction,Andrew Davis,94,7.8,96914,1993
From Here to Eternity,30500000,30500000,NA,1650000,Aug 05 1953,(Missing),NA,NA,NA,(Missing),NA,Fred Zinnemann,86,7.9,15115,1953
Flashdance,90463574,201463574,NA,7000000,Apr 15 1983,(Missing),NA,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Adrian Lyne,29,5.6,12485,1983
Fled,17192205,19892205,NA,30000000,Jul 19 1996,R,98,MGM,Original Screenplay,Action,Contemporary Fiction,NA,14,4.9,4215,1996
Flash Gordon,27107960,27107960,NA,35000000,Dec 05 1980,(Missing),NA,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,NA,81,6.2,14894,1980
The Flintstones,130531208,358500000,NA,45000000,May 27 1994,PG,NA,Universal,Based on TV,Comedy,Historical Fiction,Brian Levant,20,4.6,26521,1994
Flatliners,61308153,61308153,NA,26000000,Aug 10 1990,R,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Joel Schumacher,52,6.4,23295,1990
The Funeral,1212799,1412799,NA,12500000,Nov 01 1996,R,NA,October Films,Original Screenplay,Drama,Historical Fiction,Abel Ferrara,83,6.4,4084,1996
Fantasia,83320000,83320000,NA,2280000,Nov 13 2040,(Missing),NA,Walt Disney Pictures,Compilation,Musical,Multiple Creative Types,NA,98,7.8,29914,2040
The Fog,21378361,21378361,NA,1000000,Feb 01 1980,(Missing),NA,Avco Embassy,NA,Horror,NA,John Carpenter,69,3.3,15760,1980
Forrest Gump,329694499,679400525,NA,55000000,Jul 06 1994,PG-13,NA,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Robert Zemeckis,70,8.6,300455,1994
Fortress,6730578,46730578,NA,12000000,Sep 03 1993,(Missing),NA,Miramax,Original Screenplay,Action,Science Fiction,NA,36,5.5,7026,1993
Fiddler on the Roof,80500000,80500000,NA,9000000,Jan 01 1971,(Missing),NA,United Artists,Based on Musical/Opera,Musical,Historical Fiction,Norman Jewison,88,7.7,14260,1971
The Front Page,15000000,15000000,NA,4000000,Dec 17 1974,(Missing),NA,Universal,Based on Play,Comedy,Contemporary Fiction,Billy Wilder,67,7.2,3875,1974
Friday,27467564,27936778,NA,3500000,Apr 26 1995,R,NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,F. Gary Gray,77,7,21623,1995
Freeze Frame,0,91062,NA,2000000,Dec 10 2004,R,NA,First Look,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,83,6.3,1723,2004
Firefox,45785720,45785720,NA,21000000,Jun 18 1982,(Missing),NA,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Clint Eastwood,42,5.6,9348,1982
Fargo,24567751,51204567,NA,7000000,Mar 08 1996,R,87,Gramercy,Based on Real Life Events,Thriller/Suspense,Contemporary Fiction,Joel Coen,94,8.3,165159,1996
First Knight,37361412,127361412,NA,75000000,Jul 07 1995,PG-13,NA,Sony Pictures,Traditional/Legend/Fairytale,Drama,Historical Fiction,Jerry Zucker,45,5.6,20928,1995
The Firm,158340892,270340892,NA,42000000,Jun 30 1993,R,NA,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Sydney Pollack,76,5.5,957,1993
Frenzy,12600000,12600000,NA,3500000,Jun 21 1972,(Missing),NA,Universal,NA,(Missing),NA,Alfred Hitchcock,87,7.5,13093,1972
Footloose,80000000,80000000,NA,8200000,Feb 17 1984,(Missing),NA,Paramount Pictures,Original Screenplay,Musical,Contemporary Fiction,Herbert Ross,56,6,15626,1984
Fast Times at Ridgemont High,27092880,27092880,NA,4500000,Aug 13 1982,(Missing),NA,Universal,Based on Book/Short Story,Comedy,Contemporary Fiction,Amy Heckerling,80,7.2,31362,1982
The First Wives Club,105489203,181489203,NA,30000000,Sep 20 1996,PG,90,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Hugh Wilson,41,5.6,14682,1996
Flirting with Disaster,14853474,14853474,NA,7000000,Mar 22 1996,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,David O. Russell,86,6.7,8474,1996
For Your Eyes Only,54800000,195300000,NA,28000000,Jun 26 1981,(Missing),NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,71,6.8,23527,1981
The Ghost and the Darkness,38564422,38564422,NA,55000000,Oct 11 1996,R,109,Paramount Pictures,Based on Real Life Events,Action,Dramatization,Stephen Hopkins,51,6.6,19735,1996
Gallipoli,5732587,5732587,NA,3000000,Aug 28 1981,(Missing),NA,NA,NA,(Missing),NA,Peter Weir,86,7.7,14139,1981
Goodfellas,46743809,46743809,NA,25000000,Sep 19 1990,(Missing),NA,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Martin Scorsese,97,8.8,229156,1990
The Godfather,134966411,268500000,NA,7000000,Mar 15 1972,(Missing),NA,Paramount Pictures,NA,(Missing),Historical Fiction,Francis Ford Coppola,100,9.2,411088,1972
God's Army,2637726,2652515,NA,300000,Mar 10 2000,PG,NA,Excel Entertainment,Original Screenplay,Drama,Contemporary Fiction,NA,50,6.8,638,2000
The Great Escape,11744471,11744471,NA,4000000,Aug 08 1963,(Missing),NA,MGM,NA,(Missing),NA,John Sturges,91,8.4,62074,1963
Ghost,217631306,517600000,NA,22000000,Jul 13 1990,(Missing),NA,Paramount Pictures,Original Screenplay,Drama,Fantasy,Jerry Zucker,81,6.9,51125,1990
Girl 6,4880941,4880941,NA,12000000,Mar 22 1996,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Spike Lee,34,4.9,3348,1996
Goldeneye,106429941,356429941,NA,60000000,Nov 17 1995,PG-13,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Martin Campbell,80,7.2,69199,1995
The Glimmer Man,20404841,36404841,NA,45000000,Oct 04 1996,R,92,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,NA,13,4.9,7230,1996
Glory,26593580,26593580,NA,18000000,Dec 14 1989,(Missing),NA,Sony Pictures,Based on Book/Short Story,Action,Dramatization,Edward Zwick,93,8,56427,1989
Gandhi,52767889,52767889,NA,22000000,Dec 08 1982,(Missing),NA,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Sir Richard Attenborough,85,8.2,50881,1982
Gentleman's Agreement,7800000,7800000,NA,2000000,Dec 31 1946,(Missing),NA,NA,NA,(Missing),NA,Elia Kazan,83,7.4,4637,1946
Get on the Bus,5691854,5691854,NA,2400000,Oct 16 1996,R,NA,Sony Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,87,6.7,2701,1996
The Golden Child,79817937,79817937,NA,12000000,Dec 12 1986,(Missing),NA,Paramount Pictures,Original Screenplay,Action,Fantasy,Michael Ritchie,26,5.4,14471,1986
Goldfinger,51100000,124900000,NA,3000000,Dec 22 1964,(Missing),NA,MGM,Based on Book/Short Story,Action,NA,Guy Hamilton,96,7.9,47095,1964
Groundhog Day,70906973,70906973,NA,14600000,Feb 12 1993,PG,NA,Sony/Columbia,Original Screenplay,Comedy,Fantasy,Harold Ramis,96,8.2,134964,1993
Gremlins,148168459,148168459,NA,11000000,Jun 08 1984,(Missing),NA,Warner Bros.,Original Screenplay,Comedy,Fantasy,Joe Dante,78,7,42163,1984
The Greatest Story Ever Told,15473333,15473333,NA,20000000,Feb 15 1965,G,NA,MGM,Based on Book/Short Story,Drama,NA,David Lean,39,6.3,3300,1965
The Greatest Show on Earth,36000000,36000000,NA,4000000,Jan 10 1952,(Missing),NA,NA,NA,(Missing),NA,NA,41,6.8,4264,1952
Get Shorty,72021008,115021008,NA,30250000,Oct 20 1995,R,NA,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,Barry Sonnenfeld,86,6.9,33364,1995
Gettysburg,10731997,10731997,NA,25000000,Oct 08 1993,(Missing),NA,New Line,NA,Drama,NA,NA,87,7.6,11215,1993
Gone with the Wind,198680470,390525192,NA,3900000,Dec 15 2039,G,222,MGM,Based on Book/Short Story,Drama,Historical Fiction,George Cukor,97,8.2,78947,2039
Happiness,2746453,5746453,NA,3000000,Oct 16 1998,Not Rated,NA,Good Machine Releasing,Original Screenplay,Comedy,Contemporary Fiction,Todd Solondz,84,6.5,64,1998
Harley Davidson and the Marlboro Man,7018525,7018525,NA,23000000,Aug 23 1991,(Missing),NA,MGM,Original Screenplay,Action,Science Fiction,Simon Wincer,27,5.3,6995,1991
Heavy Metal,19571091,19571091,NA,9300000,Aug 07 1981,(Missing),NA,Sony/Columbia,Based on Comic/Graphic Novel,Adventure,Science Fiction,NA,60,6,45,1981
Hell's Angels,NA,NA,NA,4000000,Dec 31 1929,(Missing),NA,NA,NA,(Missing),NA,NA,90,7.9,2050,1929
Hang 'em High,6800000,6800000,NA,1800000,Aug 03 1968,(Missing),NA,United Artists,Original Screenplay,Western,Historical Fiction,NA,93,6.9,10292,1968
Hellraiser,14564000,14564000,NA,1000000,Sep 18 1987,(Missing),NA,New World,Based on Book/Short Story,Horror,Fantasy,NA,63,7,22442,1987
Highlander,5900000,12900000,NA,16000000,Mar 07 1986,R,NA,20th Century Fox,Original Screenplay,Action,Fantasy,Russell Mulcahy,66,7.2,40802,1986
How Green Was My Valley,0,0,NA,1250000,Oct 28 2041,(Missing),NA,20th Century Fox,Based on Book/Short Story,(Missing),NA,John Ford,88,7.9,7420,2041
High Noon,8000000,8000000,NA,730000,Dec 31 1951,(Missing),NA,NA,NA,(Missing),NA,Fred Zinnemann,95,8.3,34163,1951
Halloween II,25533818,25533818,NA,2500000,Oct 30 1981,(Missing),NA,Universal,NA,Horror,Contemporary Fiction,Rick Rosenthal,27,4.9,12197,1981
Halloween 4: The Return of Michael Myers,17768757,17768757,NA,5000000,Oct 01 1988,(Missing),NA,Universal,NA,Horror,Fantasy,Dwight H. Little,23,5.6,11079,1988
Halloween,47000000,70000000,NA,325000,Oct 17 1978,(Missing),NA,NA,NA,Horror,NA,John Carpenter,93,6,39866,1978
Home Alone 2: Lost in New York,173585516,358994850,NA,20000000,Nov 20 1992,PG,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Chris Columbus,21,5.8,51408,1992
Home Alone,285761243,476684675,NA,15000000,Nov 16 1990,PG,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Chris Columbus,47,7,79080,1990
The Hotel New Hampshire,5142858,5142858,NA,7500000,Mar 09 1984,(Missing),NA,Orion Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,NA,69,5.8,4387,1984
Henry V,10161099,10161099,NA,9000000,Nov 08 1989,PG-13,NA,Goldwyn Entertainment,Based on Play,Action,Historical Fiction,Kenneth Branagh,100,7.9,14499,1989
Hook,119654823,300854823,NA,70000000,Dec 11 1991,(Missing),NA,Sony Pictures,Based on Book/Short Story,Adventure,Kids Fiction,Steven Spielberg,24,6.2,60159,1991
House Party 2,19438638,19438638,NA,5000000,Oct 23 1991,(Missing),NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,25,4.3,1596,1991
Hocus Pocus,39360491,39360491,NA,28000000,Jul 16 1993,(Missing),NA,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,NA,29,6,15893,1993
The Howling,17985000,17985000,NA,1000000,Apr 10 1981,(Missing),NA,NA,NA,(Missing),NA,Joe Dante,60,6.5,8731,1981
Hoop Dreams,7768371,11768371,NA,700000,Oct 14 1994,PG-13,NA,Fine Line,Based on Real Life Events,Documentary,Factual,NA,98,8,9492,1994
Happy Gilmore,38623460,38623460,NA,10000000,Feb 16 1996,PG-13,92,Universal,Original Screenplay,Comedy,Contemporary Fiction,Dennis Dugan,58,6.9,54111,1996
The Hudsucker Proxy,2816518,14938149,NA,40000000,Mar 11 1994,PG,NA,Warner Bros.,Original Screenplay,Comedy,NA,Joel Coen,58,7.4,32344,1994
A Hard Day's Night,12299668,12299668,NA,560000,Aug 11 1964,(Missing),NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,NA,100,7.6,15291,1964
The Hunt for Red October,120709866,200500000,NA,30000000,Mar 02 1990,(Missing),NA,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,John McTiernan,95,7.6,55202,1990
Harriet the Spy,26570048,26570048,NA,13000000,Jul 10 1996,PG,101,Paramount Pictures,Based on Book/Short Story,Adventure,Kids Fiction,NA,45,5.8,2963,1996
The Hustler,7600000,7600000,NA,2000000,Sep 25 1961,(Missing),NA,NA,NA,(Missing),NA,NA,97,8.1,25385,1961
Hud,10000000,10000000,NA,2500000,May 29 1963,(Missing),NA,NA,NA,(Missing),NA,Martin Ritt,79,3.4,93,1963
Hudson Hawk,17218916,17218916,NA,65000000,May 24 1991,(Missing),NA,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Michael Lehmann,20,5.3,21920,1991
House of Wax,23800000,23800000,NA,658000,Apr 10 1953,R,NA,NA,NA,(Missing),NA,NA,94,5.4,32159,1953
Howard the Duck,16295774,16295774,NA,30000000,Aug 01 1986,(Missing),NA,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,NA,16,4.1,16051,1986
High Anxiety,31063038,31063038,NA,3400000,Dec 23 1977,(Missing),NA,NA,NA,(Missing),NA,Mel Brooks,73,6.5,7025,1977
It's a Wonderful Life,6600000,6600000,19339789,3180000,Dec 31 1945,(Missing),NA,NA,NA,(Missing),NA,Frank Capra,94,8.7,101499,1945
The Ice Pirates,13075390,13075390,NA,9000000,Mar 16 1984,(Missing),NA,MGM/UA Classics,Original Screenplay,Comedy,Science Fiction,NA,11,5.1,3600,1984
Independence Day,306169255,817400878,NA,75000000,Jul 02 1996,PG-13,145,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,61,6.5,149493,1996
The Island of Dr. Moreau,27682712,27682712,NA,40000000,Aug 23 1996,PG-13,95,New Line,Based on Book/Short Story,Adventure,Science Fiction,John Frankenheimer,23,4.1,13770,1996
Iraq for Sale: The War Profiteers,0,0,NA,775000,Sep 08 2006,(Missing),NA,NA,Based on Real Life Events,Documentary,Factual,NA,100,7.8,854,2006
The Indian in the Cupboard,35627222,35627222,NA,45000000,Jul 14 1995,PG,NA,Paramount Pictures,Based on Book/Short Story,Adventure,Kids Fiction,Frank Oz,68,5.7,4836,1995
In Cold Blood,13000000,13000000,NA,3500000,Dec 31 1966,(Missing),NA,NA,NA,(Missing),NA,Richard Brooks,88,8.1,10562,1966
In the Company of Men,2883661,2883661,NA,25000,Aug 01 1997,R,NA,Sony Pictures Classics,Based on Play,Drama,Contemporary Fiction,Neil LaBute,89,7.2,7601,1997
The Inkwell,8864699,8864699,NA,8000000,Apr 22 1994,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Historical Fiction,NA,29,5.7,542,1994
Invaders from Mars,4884663,4984663,NA,12000000,Jun 06 1986,(Missing),NA,Cannon,Remake,Horror,Science Fiction,Tobe Hooper,27,5,1933,1986
In the Heat of the Night,24379978,24379978,NA,2000000,Aug 02 1967,(Missing),NA,MGM,NA,(Missing),NA,Norman Jewison,96,8.1,22429,1967
Jack,58617334,58617334,NA,45000000,Aug 09 1996,PG-13,113,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Francis Ford Coppola,17,5.3,17267,1996
Jade,9812870,9812870,NA,50000000,Oct 13 1995,R,NA,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,William Friedkin,16,4.8,5279,1995
Jingle All the Way,60592389,129832389,NA,60000000,Nov 22 1996,PG,89,20th Century Fox,Original Screenplay,Comedy,Kids Fiction,Brian Levant,16,4.9,22928,1996
Judge Dredd,34687912,113487912,NA,85000000,Jun 30 1995,R,NA,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,NA,15,4.9,30736,1995
The Jerky Boys,7555256,7555256,NA,4000000,Feb 03 1995,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,10,3.9,1481,1995
Jefferson in Paris,2461628,2461628,NA,14000000,Mar 31 1995,PG-13,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,James Ivory,36,5.6,1464,1995
JFK,70405498,205400000,NA,40000000,Dec 20 1991,R,NA,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Oliver Stone,83,8,59684,1991
Journey from the Fall,635305,635305,NA,1300000,Mar 23 2007,R,NA,Imaginasian,Original Screenplay,Drama,Historical Fiction,NA,92,7.2,586,2007
Jumanji,100458310,262758310,NA,65000000,Dec 15 1995,PG,NA,Sony Pictures,Based on Book/Short Story,Adventure,Fantasy,Joe Johnston,48,6.4,54973,1995
The Juror,22730924,22730924,NA,44000000,Feb 02 1996,R,120,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,16,5.3,6482,1996
Jurassic Park,357067947,923067947,NA,63000000,Jun 10 1993,PG-13,NA,Universal,Based on Book/Short Story,Action,Science Fiction,Steven Spielberg,87,7.9,151365,1993
Jaws,260000000,470700000,NA,12000000,Jun 20 1975,PG,NA,Universal,Based on Book/Short Story,Horror,Contemporary Fiction,Steven Spielberg,100,8.3,138017,1975
Jaws 2,102922376,208900376,NA,20000000,Jun 16 1978,PG,NA,Universal,Based on Book/Short Story,Horror,Contemporary Fiction,NA,56,5.6,18793,1978
Kabhi Alvida Naa Kehna,3275443,32575443,NA,10750000,Aug 11 2006,Not Rated,NA,Yash Raj Films,Original Screenplay,Drama,Contemporary Fiction,NA,67,5.6,4128,2006
